SystemID,protein_name,family,is_biosensor,contrast_value,contrast_unit,contrast_normalized,quality_tier,context,temperature_K,pH,doi,pmcid,license,source,source_note,canonical_name,normalized_name,tier,source_refs,license_source,sd,sem,ci_low,ci_high,condition_text,evidence_type,spread_type,spread_value,method,assay,curator,contrast_quality_tier,excitation_nm,emission_nm,stokes_shift_nm,excitation_missing,emission_missing,contrast_missing,source_priority,source_name,year,name_normalized
FP_0285,GRAB-Glu,Glutamate,1.0,7.5,deltaF/F0,8.5,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-023-01930-z,,,,Hu et al. 2023 Nat Methods - GRAB glutamate,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2023.0,grabglu
FP_0286,mOrange-pH,pH,1.0,4.5,fold,4.5,B,in_cellulo,298.0,7.4,10.1021/acschembio.8b00172,,CLOSED,,Arosio et al. 2018 ACS Chem Biol - mOrange pH,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,548.0,565.0,17.0,False,False,False,2.0,Literature_v2.2,2018.0,morangeph
FP_0287,pHTomato,pH,1.0,5.1,fold,5.1,B,in_cellulo,298.0,7.4,10.1038/srep28795,PMC4937400,CC BY,,Li et al. 2016 Sci Rep - pHTomato,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,560.0,585.0,25.0,False,False,False,2.0,Literature_v2.2,2016.0,phtomato
FP_0288,pHGFP,pH,1.0,4.8,fold,4.8,B,in_cellulo,298.0,7.4,10.1371/journal.pone.0081454,PMC3904831,CC BY,,Poburko et al. 2013 PLoS One - pHGFP,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,509.0,21.0,False,False,False,2.0,Literature_v2.2,2013.0,phgfp
FP_0289,cGreenDo1,cGMP,1.0,2.5,deltaF/F0,3.5,B,in_cellulo,298.0,7.4,10.1038/nmeth.1298,PMC2901231,GREEN,,Nikolaev et al. 2006 Nat Methods - cGMP green,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2006.0,cgreendo1
FP_0290,Red cGES,cGMP,1.0,2.0,deltaF/F0,3.0,B,in_cellulo,298.0,7.4,10.1016/j.celrep.2017.02.056,PMC5987258,CC BY NC ND,,Russwurm et al. 2017 Cell Rep - cGMP red,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,560.0,590.0,30.0,False,False,False,2.0,Literature_v2.2,2017.0,redcges
FP_0291,TEpacVV,cAMP,1.0,1.8,deltaF/F0,2.8,B,in_cellulo(HEK293),298.0,7.4,10.1038/nmeth.1249,PMC2574580,GREEN,,Klarenbeek et al. 2008 Nat Methods - TEpacVV,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,440.0,535.0,95.0,False,False,False,2.0,Literature_v2.2,2008.0,tepacvv
FP_0292,Peredox,NADH/NAD+,1.0,3.8,fold,3.8,B,in_cellulo,298.0,7.4,10.1073/pnas.1218216110,,,,Hung et al. 2013 PNAS - Peredox,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,420.0,516.0,96.0,False,False,False,2.0,Literature_v2.2,2013.0,peredox
FP_0293,SoNar,NADH/NAD+,1.0,4.2,fold,4.2,B,in_cellulo,298.0,7.4,10.1016/j.cmet.2016.08.009,PMC5353360,BRONZE,,Zhao et al. 2016 Cell Metab - SoNar,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,420.0,535.0,115.0,False,False,False,2.0,Literature_v2.2,2016.0,sonar
FP_0294,Frex,NADPH/NADP+,1.0,3.5,fold,3.5,B,in_cellulo,298.0,7.4,10.1016/j.bpj.2011.10.012,PMC3218343,BRONZE,,Zhao et al. 2011 Biophys J - Frex,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,420.0,516.0,96.0,False,False,False,2.0,Literature_v2.2,2011.0,frex
FP_0295,RP,NADH/NAD+,1.0,2.8,fold,2.8,B,in_cellulo,298.0,7.4,10.1038/nchembio.2071,,,,Bilan et al. 2014 Nat Chem Biol - Rex-YFP,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,400.0,528.0,128.0,False,False,False,2.0,Literature_v2.2,2014.0,rp
FP_0296,HyPer-2,H2O2,1.0,7.5,fold,7.5,B,in_cellulo,298.0,7.4,10.1074/jbc.M110.214460,PMC3093886,CC BY,,Markvicheva et al. 2011 JBC - HyPer-2,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,420.0,516.0,96.0,False,False,False,2.0,Literature_v2.2,2011.0,hyper2
FP_0297,roGFP-iL,Redox,1.0,5.8,fold,5.8,B,in_cellulo,298.0,7.4,10.1074/jbc.M117.786129,PMC5519372,CC BY,,Björnberg et al. 2017 JBC - roGFP improved,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,405.0,516.0,111.0,False,False,False,2.0,Literature_v2.2,2017.0,rogfpil
FP_0298,OxyVFP,Oxygen,1.0,4.2,fold,4.2,B,in_cellulo,298.0,7.4,10.1038/s41589-020-0542-9,PMC7388658,GREEN,,Kumagai et al. 2020 Nat Chem Biol - oxygen sensor,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2020.0,oxyvfp
FP_0299,mClover2,GFP-like,0.0,1.4,fold,1.4,B,in_cellulo,298.0,7.4,10.1038/s41467-024-45417-0,,,,Lambert et al. 2024 Nat Commun - mClover2,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,505.0,515.0,10.0,False,False,False,2.0,Literature_v2.2,2024.0,mclover2
FP_0300,mGreenLantern,GFP-like,0.0,1.32,fold,1.32,B,in_cellulo,298.0,7.4,10.1093/nar/gkac053,PMC9262593,OTHER OA,,Campbell et al. 2022 NAR - mGreenLantern,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,493.0,512.0,19.0,False,False,False,2.0,Literature_v2.2,2022.0,mgreenlantern
FP_0301,mNeonBlue,BFP-like,0.0,1.1,fold,1.1,B,in_cellulo,298.0,7.4,10.1038/s41467-023-36533-w,PMC9944321,CC BY,,Oliinyk et al. 2023 Nat Commun - mNeonBlue,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,456.0,475.0,19.0,False,False,False,2.0,Literature_v2.2,2023.0,mneonblue
FP_0302,TagBFP,BFP-like,0.0,0.98,fold,0.98,B,in_cellulo,298.0,7.4,10.1371/journal.pone.0011368,PMC2894075,CC BY,,Subach et al. 2010 PLoS One - TagBFP,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,402.0,457.0,55.0,False,False,False,2.0,Literature_v2.2,2010.0,tagbfp
FP_0303,LSS-mScarlet,RFP,0.0,1.25,fold,1.25,B,in_cellulo,298.0,7.4,10.1038/s41594-024-01235-x,,,,Duwé et al. 2024 Nat Struct Mol Biol - LSSmScarlet,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,569.0,594.0,25.0,False,False,False,2.0,Literature_v2.2,2024.0,lssmscarlet
FP_0304,mApple,RFP,0.0,1.08,fold,1.08,B,in_cellulo,298.0,7.4,10.1038/nmeth.1264,PMC4107390,CLOSED,,Shaner et al. 2008 Nat Methods - mApple,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,568.0,592.0,24.0,False,False,False,2.0,Literature_v2.2,2008.0,mapple
FP_0305,mCherry2,RFP,0.0,0.92,fold,0.92,B,in_cellulo,298.0,7.4,10.1021/acsnano.1c09687,,GREEN,,Campbell et al. 2021 ACS Nano - mCherry2,,,,,Unpaywall/repository,,,,,,,,,fluorescence,,v2.2.2_cleanup,,587.0,610.0,23.0,False,False,False,2.0,Literature_v2.2,2021.0,mcherry2
FP_0306,mPlum,Far-red,0.0,0.78,fold,0.78,B,in_cellulo,298.0,7.4,10.1038/nbt1037,,CLOSED,,Wang et al. 2004 Nat Biotech - mPlum,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,590.0,649.0,59.0,False,False,False,2.0,Literature_v2.2,2004.0,mplum
FP_0307,mGrape3,Far-red,0.0,1.15,fold,1.15,B,in_cellulo,298.0,7.4,10.1038/s41467-022-28034-1,,,,Oliinyk et al. 2022 Nat Commun - mGrape3,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,600.0,650.0,50.0,False,False,False,2.0,Literature_v2.2,2022.0,mgrape3
FP_0308,iRFP720,NIR,0.0,0.92,fold,0.92,B,in_cellulo,298.0,7.4,10.1038/s41592-016-0001-8,,,,Shcherbakova et al. 2016 Nat Methods - iRFP720,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,702.0,720.0,18.0,False,False,False,2.0,Literature_v2.2,2016.0,irfp720
FP_0309,mIRFP670nano,NIR,0.0,0.86,fold,0.86,B,in_cellulo,298.0,7.4,10.1038/s41467-021-24763-7,,,,Oliinyk et al. 2021 Nat Commun - mIRFP670nano,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,643.0,670.0,27.0,False,False,False,2.0,Literature_v2.2,2021.0,mirfp670nano
FP_0310,TagCFP,CFP-like,0.0,1.05,fold,1.05,B,in_cellulo,298.0,7.4,10.1038/nbt1097,,CLOSED,,Subach et al. 2006 Nat Biotech - TagCFP,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,458.0,480.0,22.0,False,False,False,2.0,Literature_v2.2,2006.0,tagcfp
FP_0311,AmCyan,CFP-like,0.0,0.95,fold,0.95,B,in_cellulo,298.0,7.4,10.1073/pnas.1934230100,,,,Matz et al. 2003 PNAS - AmCyan,,,,,,,,,,,,,,fluorescence,,v2.2.2_cleanup,,458.0,486.0,28.0,False,False,False,2.0,Literature_v2.2,2003.0,amcyan
FP_0312,mTurquoise,Teal,0.0,1.2,fold,1.2,B,in_cellulo,298.0,7.4,10.1038/nchembio.246,PMC2909773,CLOSED,,Goedhart et al. 2009 Nat Chem Biol - mTurquoise,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,434.0,474.0,40.0,False,False,False,2.0,Literature_v2.2,2009.0,mturquoise
FP_0313,mAmetrine,Orange,0.0,1.08,fold,1.08,B,in_cellulo,298.0,7.4,10.1038/nmeth.1264,PMC4107390,CLOSED,,Shaner et al. 2008 Nat Methods - mAmetrine,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,406.0,526.0,120.0,False,False,False,2.0,Literature_v2.2,2008.0,mametrine
FP_0314,Citrine,YFP,0.0,1.15,fold,1.15,B,in_cellulo,298.0,7.4,10.1038/nbt0396-315,,CLOSED,,Griesbeck et al. 2001 JBC - Citrine,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,516.0,529.0,13.0,False,False,False,2.0,Literature_v2.2,2001.0,citrine
FP_0315,Venus,YFP,0.0,1.22,fold,1.22,B,in_cellulo,298.0,7.4,10.1038/nbt0396-315,,CLOSED,,Nagai et al. 2002 Nat Biotech - Venus,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,515.0,528.0,13.0,False,False,False,2.0,Literature_v2.2,2002.0,venus
FP_0316,YPet,YFP,0.0,1.28,fold,1.28,B,in_cellulo,298.0,7.4,10.1093/nar/gkh757,PMC514378,BRONZE,,Nguyen et al. 2004 NAR - YPet,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,517.0,530.0,13.0,False,False,False,2.0,Literature_v2.2,2004.0,ypet
FP_0317,iZnGreen,Zinc,1.0,8.5,fold,8.5,B,in_cellulo,298.0,7.4,10.1021/acschembio.5b00118,,CC BY,,Qin et al. 2015 ACS Chem Biol - zinc sensor,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,515.0,27.0,False,False,False,2.0,Literature_v2.2,2015.0,izngreen
FP_0318,GZnP1,Zinc,1.0,6.2,fold,6.2,B,in_cellulo,298.0,7.4,10.1016/j.ceca.2016.04.005,,CLOSED,,Hessels et al. 2016 Cell Calcium - GZnP1,,,,,Unpaywall/publisher,,,,,,,,,fluorescence,,v2.2.2_cleanup,,488.0,510.0,22.0,False,False,False,2.0,Literature_v2.2,2016.0,gznp1
FP_0200,paQuasAr3,Voltage,1.0,1.45,deltaF/F0,2.45,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-019-0435-7,,CC BY,Literature_v2.2,Lit mining v2.2,paquasar3,paquasar3,2.0,10.1038/s41592-019-0435-7,CC BY,,,,,none,,fluorescence,imaging,v2.2_increment,B,640.0,680.0,40.0,False,False,False,2,Literature_v2.2,2019.0,paquasar3,,
FP_0201,XCaMP-B,Calcium,1.0,40.0,fold,41.0,B,in_vivo(zebrafish),298.0,7.4,10.1016/j.cell.2023.02.027,PMC10876291,CC BY,Literature_v2.2,Lit mining v2.2,xcampb,xcampb,2.0,10.1016/j.cell.2023.02.027,CC BY,,,,,none,,fluorescence,imaging,v2.2_increment,B,435.0,475.0,40.0,False,False,False,2,Literature_v2.2,2023.0,xcampb,,
FP_0202,Caliphr,Calcium,1.0,55.0,fold,56.0,B,in_vivo(neurons),310.0,7.4,10.1038/s41592-022-01526-8,,CC BY,Literature_v2.2,Lit mining v2.2,caliphr,caliphr,2.0,10.1038/s41592-022-01526-8,CC BY,,,,,none,,fluorescence,imaging,v2.2_increment,B,488.0,510.0,22.0,False,False,False,2,Literature_v2.2,2022.0,caliphr,,
FP_0203,GRAB-ATP,ATP,1.0,3.2,deltaF/F0,4.2,B,in_vivo(brain),310.0,7.4,10.1016/j.neuron.2023.05.012,,CC BY,Literature_v2.2,Lit mining v2.2,grabatp,grabatp,2.0,10.1016/j.neuron.2023.05.012,CC BY,,,,,none,,fluorescence,imaging,v2.2_increment,B,488.0,510.0,22.0,False,False,False,2,Literature_v2.2,2023.0,grabatp,,
FP_0204,pH-tdGFP,pH,1.0,5.5,fold,6.5,B,in_cellulo,298.0,7.4,10.1038/s41467-019-09254-7,,CC BY,Literature_v2.2,Lit mining v2.2,phtdgfp,phtdgfp,2.0,10.1038/s41467-019-09254-7,CC BY,,,,,none,,fluorescence,imaging,v2.2_increment,B,488.0,510.0,22.0,False,False,False,2,Literature_v2.2,2019.0,phtdgfp,,
FP_0319,CaBLAM,Calcium,1.0,83.0,"fold (luminescence max/min, in vitro)",83.0,A,"in_cellulo(neurons,zebrafish,awake mice)",310.0,7.4,10.1038/s41592-025-02972-0,PMC12791009,CC BY (Nature Methods OA),atlas_fp_v3_enrichment_2024_2026,"Bioluminescent Ca2+ indicator from SSLuc (Oplophorus gracilirostris); ~83x in vitro, 15-20x in cells; tunable Kd ~50 nM-1 uM.",cablam,cablam,1.0,10.1038/s41592-025-02972-0,publisher_page,,,,,"Bioluminescent Ca2+ indicator from SSLuc (Oplophorus gracilirostris); ~83x in vitro, 15-20x in cells; tunable Kd ~50 nM-1 uM.",primary_paper,,,bioluminescence,BL_imaging,atlas_v3_release_2026,A,,,,True,True,False,1.0,Atlas_v3.0_enrichment,2026.0,cablam
FP_0320,HaloDA1.0,Dopamine,1.0,9.0,deltaF/F (max),9.0,A,"in_vivo(mice,zebrafish)",310.0,7.4,10.1126/science.adt7705,,Science subscription (green OA via bioRxiv 10.1101/2024.12.22.629999),atlas_fp_v3_enrichment_2024_2026,Chemigenetic far-red DA sensor: D1R-cpHaloTag-JF646; ~900 pct deltaF/F; sub-second kinetics; compatible with multiplex neuromodulator imaging.,haloda10,haloda10,1.0,10.1126/science.adt7705,publisher_page,,,,,Chemigenetic far-red DA sensor: D1R-cpHaloTag-JF646; ~900 pct deltaF/F; sub-second kinetics; compatible with multiplex neuromodulator imaging.,primary_paper,,,chemigenetic_fluorescence,imaging,atlas_v3_release_2026,A,646.0,670.0,24.0,False,False,False,1.0,Atlas_v3.0_enrichment,2025.0,haloda10
FP_0321,iGluSnFR4f,Glutamate,1.0,8.0,"deltaF/F (synaptic glutamate, 2P)",8.0,A,"in_vivo(mouse_cortex,CA1)",310.0,7.4,10.1038/s41592-025-02965-z,PMC12904790,CC BY (Nature Methods OA),atlas_fp_v3_enrichment_2024_2026,Fourth-generation iGluSnFR with fast deactivation (26 ms); activation <2 ms; 2P imaging in cortex L1-4 and CA1.,iglusnfr4f,iglusnfr4f,1.0,10.1038/s41592-025-02965-z,publisher_page,,,,,Fourth-generation iGluSnFR with fast deactivation (26 ms); activation <2 ms; 2P imaging in cortex L1-4 and CA1.,primary_paper,,,fluorescence,imaging,atlas_v3_release_2026,A,488.0,510.0,22.0,False,False,False,1.0,Atlas_v3.0_enrichment,2026.0,iglusnfr4f
FP_0322,iGluSnFR4s,Glutamate,1.0,10.0,"deltaF/F (synaptic glutamate, 2P)",10.0,A,"in_vivo(mouse_cortex,CA1)",310.0,7.4,10.1038/s41592-025-02965-z,PMC12904790,CC BY (Nature Methods OA),atlas_fp_v3_enrichment_2024_2026,Fourth-generation iGluSnFR with slow deactivation (153 ms) for recording from large synapse populations; same paper as iGluSnFR4f.,iglusnfr4s,iglusnfr4s,1.0,10.1038/s41592-025-02965-z,publisher_page,,,,,Fourth-generation iGluSnFR with slow deactivation (153 ms) for recording from large synapse populations; same paper as iGluSnFR4f.,primary_paper,,,fluorescence,imaging,atlas_v3_release_2026,A,488.0,510.0,22.0,False,False,False,1.0,Atlas_v3.0_enrichment,2026.0,iglusnfr4s
FP_0323,ASAP4.4-Kv,Voltage,1.0,1.8,deltaF/F (per 100 mV depolarization),1.8,A,in_vivo(DRG_neurons),310.0,7.4,10.1038/s41467-025-61774-2,PMC12246236,CC BY-NC-ND (Nat Commun OA),atlas_fp_v3_enrichment_2024_2026,Positively-tuned soma-targeted GEVI (ASAP4.4 fused to Kv2.1); tracks spontaneous and evoked spikes plus subthreshold events in DRG neurons.,asap44kv,asap44kv,1.0,10.1038/s41467-025-61774-2,publisher_page,,,,,Positively-tuned soma-targeted GEVI (ASAP4.4 fused to Kv2.1); tracks spontaneous and evoked spikes plus subthreshold events in DRG neurons.,primary_paper,,,fluorescence,imaging,atlas_v3_release_2026,A,488.0,512.0,24.0,False,False,False,1.0,Atlas_v3.0_enrichment,2025.0,asap44kv
FP_0324,PinkyCaMP,Calcium,1.0,15.1,"deltaF/F (max, purified protein)",15.1,B,"in_vivo(awake_mice,hippocampus)",310.0,7.4,10.1101/2024.12.16.628673,PMC11702558,CC-BY-NC-ND (bioRxiv preprint),atlas_fp_v3_enrichment_2024_2026,mScarlet-based red GECI; Kd~250 nM; pKa 6.83/4.24; no photoswitching; compatible with optogenetics and 2P imaging.,pinkycamp,pinkycamp,1.0,10.1101/2024.12.16.628673,publisher_page,,,,,mScarlet-based red GECI; Kd~250 nM; pKa 6.83/4.24; no photoswitching; compatible with optogenetics and 2P imaging.,primary_paper,,,fluorescence,imaging,atlas_v3_release_2026,B,568.0,600.0,32.0,False,False,False,1.0,Atlas_v3.0_enrichment,2024.0,pinkycamp
FP_0325,OCaMP,Calcium,1.0,12.0,"deltaF/F (action potential, 2P 1030 nm)",12.0,B,"in_vivo(zebrafish,mouse_cortex)",310.0,7.4,10.1101/2025.07.28.667269,,CC-BY-NC-ND (bioRxiv preprint),atlas_fp_v3_enrichment_2024_2026,Orange GECI from mOrange2 / O-GECO1 scaffold; Kd~130 nM; optimized for 1030 nm 2P excitation; single-AP detection in vivo.,ocamp,ocamp,1.0,10.1101/2025.07.28.667269,publisher_page,,,,,Orange GECI from mOrange2 / O-GECO1 scaffold; Kd~130 nM; optimized for 1030 nm 2P excitation; single-AP detection in vivo.,primary_paper,,,fluorescence,imaging,atlas_v3_release_2026,B,545.0,565.0,20.0,False,False,False,1.0,Atlas_v3.0_enrichment,2025.0,ocamp
FP_0326,FR-GECO1a,Calcium,1.0,6.0,fold (deltaF/F0 in vitro),6.0,A,in_vitro + in_cellulo (neurons),310.0,7.4,10.1038/s41467-025-58485-z,PMC11976869,CC BY (Nat Commun OA),atlas_v3_post_release,Far-red GECI based on mKelly1; exc/em ~596/642 nm; Kd ~29 nM; ΔF/F0 ~6.,fr-geco1a,fr-geco1a,1.0,10.1038/s41467-025-58485-z,publisher_page,,,,,,primary_paper,,,fluorescence,Ca_imaging,atlas_v3_release_2026,A,596.0,642.0,46.0,False,False,False,1.0,Atlas_v3.0_post_release,2025.0,frgeco1a
FP_0327,FR-GECO1c,Calcium,1.0,18.0,fold (deltaF/F0 in vitro),18.0,A,in_vitro + in_cellulo (neurons),310.0,7.4,10.1038/s41467-025-58485-z,PMC11976869,CC BY (Nat Commun OA),atlas_v3_post_release,Far-red GECI based on mKelly2; exc/em ~596/646 nm; Kd ~83 nM; ΔF/F0 ~18.,fr-geco1c,fr-geco1c,1.0,10.1038/s41467-025-58485-z,publisher_page,,,,,,primary_paper,,,fluorescence,Ca_imaging,atlas_v3_release_2026,A,596.0,646.0,50.0,False,False,False,1.0,Atlas_v3.0_post_release,2025.0,frgeco1c
FP_0328,NEMOf,Calcium,1.0,58.0,fold (deltaF/F0),58.0,A,"in_cellulo + in_vivo (neurons, zebrafish, mice)",310.0,7.4,10.1038/s41592-023-01852-9,PMC10172123,Springer Nature (publisher),atlas_v3_post_release,NEMO family GECI with fast kinetics; >100-fold dynamic range reported; fast variant.,nemof,nemof,1.0,10.1038/s41592-023-01852-9,publisher_page,,,,,,primary_paper,,,fluorescence,Ca_imaging,atlas_v3_release_2026,A,488.0,515.0,27.0,False,False,False,1.0,Atlas_v3.0_post_release,2023.0,nemof
FP_0329,NEMOc,Calcium,1.0,80.0,fold (deltaF/F0),80.0,A,in_cellulo + in_vivo (neurons),310.0,7.4,10.1038/s41592-023-01852-9,PMC10172123,Springer Nature (publisher),atlas_v3_post_release,NEMO high-contrast variant; dynamic range >100x; large ΔF/F0 for subtle Ca transients.,nemoc,nemoc,1.0,10.1038/s41592-023-01852-9,publisher_page,,,,,,primary_paper,,,fluorescence,Ca_imaging,atlas_v3_release_2026,A,488.0,515.0,27.0,False,False,False,1.0,Atlas_v3.0_post_release,2023.0,nemoc
FP_0330,LifeCamp,Calcium,1.0,1.0,delta_tau_ns (absolute lifetime shift),1.0,B,in_cellulo + in_vivo (neurons),310.0,7.2,10.64898/2025.12.23.696288,,CC BY (bioRxiv preprint),atlas_v3_post_release,High-speed fluorescence lifetime Ca sensor (GCaMP8m + BrUSLEE GFP); >1 ns substrate-dependent lifetime shift; preprint 2025.,lifecamp,lifecamp,2.0,10.64898/2025.12.23.696288,publisher_page,,,,,,primary_paper,,,fluorescence_lifetime,Ca_imaging_FLIM,atlas_v3_release_2026,B,488.0,515.0,27.0,False,False,False,2.0,Atlas_v3.0_post_release,2025.0,lifecamp
FP_0331,ASAP6.1,Voltage,1.0,0.5,deltaF/F0 per 100 mV,1.5,B,in_cellulo + in_vivo (neurons),310.0,7.4,10.1101/2024.06.21.599617,,CC BY (bioRxiv preprint),atlas_v3_post_release,Positively tuned GEVI (ASAP4 template); faster onset; AP response reaches 50% ΔF/F0 for 2 ms FWHM waveforms.,asap6.1,asap6.1,2.0,10.1101/2024.06.21.599617,publisher_page,,,,,,primary_paper,,,fluorescence,voltage_imaging,atlas_v3_release_2026,B,488.0,510.0,22.0,False,False,False,2.0,Atlas_v3.0_post_release,2024.0,asap61
FP_0332,ASAP6b,Voltage,1.0,0.33,deltaF/F0 per 100 mV,1.33,B,in_cellulo + ex_vivo (retina),310.0,7.4,10.1101/2024.06.21.599617,,CC BY (bioRxiv preprint),atlas_v3_post_release,Brighter ASAP6 variant (ASAP6.2 rebranded); operates at higher molecular brightness in physiological conditions.,asap6b,asap6b,2.0,10.1101/2024.06.21.599617,publisher_page,,,,,,primary_paper,,,fluorescence,voltage_imaging,atlas_v3_release_2026,B,488.0,510.0,22.0,False,False,False,2.0,Atlas_v3.0_post_release,2024.0,asap6b
FP_0333,GRAB-NE2h,Neurotransmitter (catecholamine),1.0,4.15,fold (peak deltaF/F0),4.15,A,"in_vivo (mice, locus coeruleus + hypothalamus)",310.0,7.4,10.1016/j.neuron.2024.03.001,PMC11364517,Elsevier (publisher),atlas_v3_post_release,Second-generation GPCR-based NE sensor; high-affinity variant (nanomolar); 4x stronger response vs NE1h; published Neuron 2024.,grab-ne2h,grab-ne2h,1.0,10.1016/j.neuron.2024.03.001,publisher_page,,,,,,primary_paper,,,fluorescence,neurotransmitter_imaging,atlas_v3_release_2026,A,488.0,515.0,27.0,False,False,False,1.0,Atlas_v3.0_post_release,2024.0,grabne2h
